date,district,magnitude,depth_km,seismic_activity,earthquake
2024-09-10,Virudhunagar,6.9,182,56,0
2024-09-13,Virudhunagar,5.7,15,88,1
2024-09-16,Virudhunagar,3.9,73,32,0
2024-09-19,Virudhunagar,6.5,253,90,1
2024-09-22,Virudhunagar,4.2,155,69,0
2024-09-25,Virudhunagar,5.5,102,72,1
2024-09-28,Virudhunagar,2.9,183,41,0
2024-10-01,Virudhunagar,5.7,145,76,1
2024-10-04,Virudhunagar,6.6,288,20,0
2024-10-07,Virudhunagar,2.3,84,57,0
2024-10-10,Virudhunagar,3.5,139,69,0
2024-10-13,Virudhunagar,3.8,5,99,0
2024-10-16,Virudhunagar,5.2,199,93,1
2024-10-19,Virudhunagar,2.9,14,79,0
2024-10-22,Virudhunagar,6.3,127,41,0
2024-10-25,Virudhunagar,5.6,280,49,0
2024-10-28,Virudhunagar,2.9,259,98,0
2024-10-31,Virudhunagar,4.8,149,41,0
2024-11-03,Virudhunagar,4.0,169,14,0
2024-11-06,Virudhunagar,2.5,39,5,0
2024-11-09,Virudhunagar,6.2,71,22,0
2024-11-12,Virudhunagar,6.4,108,13,0
2024-11-15,Virudhunagar,4.4,55,4,0
2024-11-18,Virudhunagar,4.9,203,84,0
2024-11-21,Virudhunagar,4.4,136,6,0
2024-11-24,Virudhunagar,3.8,41,1,0
2024-11-27,Virudhunagar,6.7,111,83,1
2024-11-30,Virudhunagar,4.5,45,59,0
2024-12-03,Virudhunagar,6.0,36,46,0
2024-12-06,Virudhunagar,4.8,217,47,0
2024-12-09,Virudhunagar,6.0,34,78,1
2024-12-12,Virudhunagar,3.3,25,93,0
2024-12-15,Virudhunagar,2.4,160,9,0
2024-12-18,Virudhunagar,6.7,270,12,0
2024-12-21,Virudhunagar,2.5,123,68,0
2024-12-24,Virudhunagar,3.9,103,67,0
2024-12-27,Virudhunagar,5.3,296,80,1
2024-12-30,Virudhunagar,6.7,290,95,1
2024-01-01,Karur,4.8,59,98,0
2024-01-04,Karur,5.2,188,86,1
2024-01-07,Karur,4.3,223,13,0
2024-01-10,Karur,2.8,97,70,0
2024-01-13,Karur,4.0,177,84,0
2024-01-16,Karur,2.8,231,45,0
2024-01-19,Karur,6.5,286,41,0
2024-01-22,Karur,6.2,216,97,1
2024-01-25,Karur,5.2,170,77,1
2024-01-28,Karur,3.2,284,27,0
2024-01-31,Karur,3.9,286,95,0
2024-02-03,Karur,3.3,236,57,0
2024-02-06,Karur,6.8,5,92,1
2024-02-09,Karur,2.2,150,76,0
2024-02-12,Karur,2.1,74,38,0
2024-02-15,Karur,2.0,118,27,0
2024-02-18,Karur,6.3,16,98,1
2024-02-21,Karur,6.1,146,70,1
2024-02-24,Karur,4.6,297,73,0
2024-02-27,Karur,2.8,24,58,0
2024-03-02,Karur,3.8,75,33,0
2024-03-05,Karur,3.8,132,29,0
2024-03-08,Karur,3.3,158,11,0
2024-03-11,Karur,4.9,296,27,0
2024-03-14,Karur,5.7,171,61,1
2024-03-17,Karur,2.9,300,12,0
2024-03-20,Karur,5.0,158,4,0
2024-03-23,Karur,5.7,300,48,0
2024-03-26,Karur,2.4,33,98,0
2024-03-29,Karur,3.7,227,53,0
2024-04-01,Karur,6.7,66,98,1
2024-04-04,Karur,3.1,10,81,0
2024-04-07,Karur,5.9,200,6,0
2024-04-10,Karur,3.5,26,40,0
2024-04-13,Karur,4.7,81,41,0
2024-04-16,Karur,4.5,118,19,0
2024-04-19,Karur,2.3,206,57,0
2024-04-22,Karur,5.8,299,64,1
2024-04-25,Karur,2.5,226,37,0
2024-04-28,Karur,5.9,80,16,0
2024-05-01,Karur,3.7,248,73,0
2024-05-04,Karur,5.7,285,51,0
2024-05-07,Karur,3.3,209,64,0
2024-05-10,Karur,4.2,71,97,0
2024-05-13,Karur,2.7,291,25,0
2024-05-16,Karur,4.4,297,25,0
2024-05-19,Karur,4.8,273,31,0
2024-05-22,Karur,3.2,141,99,0
2024-05-25,Karur,4.2,299,11,0
2024-05-28,Karur,2.6,216,54,0
2024-05-31,Karur,3.8,102,41,0
2024-06-03,Karur,3.7,17,98,0
2024-06-06,Karur,3.5,184,78,0
2024-06-09,Karur,6.1,231,79,1
2024-06-12,Karur,2.7,27,29,0
2024-06-15,Karur,3.0,196,19,0
2024-06-18,Karur,5.8,48,14,0
2024-06-21,Karur,5.7,129,79,1
2024-06-24,Karur,6.6,152,1,0
2024-06-27,Karur,3.7,61,39,0
2024-06-30,Karur,4.3,16,42,0
2024-07-03,Karur,3.0,280,27,0
2024-07-06,Karur,3.0,272,96,0
2024-07-09,Karur,3.3,252,79,0
2024-07-12,Karur,5.6,77,88,1
2024-07-15,Karur,5.5,14,48,0
2024-07-18,Karur,4.9,274,5,0
2024-07-21,Karur,3.3,35,36,0
2024-07-24,Karur,3.0,143,6,0
2024-07-27,Karur,4.3,9,8,0
2024-07-30,Karur,3.9,143,84,0
2024-08-02,Karur,6.3,189,13,0
2024-08-05,Karur,2.1,202,29,0
2024-08-08,Karur,6.9,265,90,1
2024-08-11,Karur,2.5,166,62,0
2024-08-14,Karur,6.3,277,11,0
2024-08-17,Karur,2.9,261,58,0
2024-08-20,Karur,4.8,16,5,0
2024-08-23,Karur,3.2,276,39,0
2024-08-26,Karur,3.7,206,95,0
2024-08-29,Karur,2.8,182,87,0
2024-09-01,Karur,3.8,159,30,0
2024-09-04,Karur,7.0,261,35,0
2024-09-07,Karur,6.1,136,49,0
2024-09-10,Karur,6.5,20,71,1
2024-09-13,Karur,6.7,120,19,0
2024-09-16,Karur,3.7,206,84,0
2024-09-19,Karur,2.7,200,66,0
2024-09-22,Karur,6.8,121,53,0
2024-09-25,Karur,3.2,83,54,0
2024-09-28,Karur,6.9,173,57,0
2024-10-01,Karur,4.7,110,83,0
2024-10-04,Karur,2.7,282,87,0
2024-10-07,Karur,6.0,75,39,0
2024-10-10,Karur,5.4,273,17,0
2024-10-13,Karur,4.2,79,83,0
2024-10-16,Karur,6.7,85,40,0
2024-10-19,Karur,2.3,277,92,0
2024-10-22,Karur,2.6,167,18,0
2024-10-25,Karur,5.6,168,52,0
2024-10-28,Karur,6.8,160,56,0
2024-10-31,Karur,5.7,145,19,0
2024-11-03,Karur,5.9,59,16,0
2024-11-06,Karur,2.9,141,77,0
2024-11-09,Karur,4.8,123,76,0
2024-11-12,Karur,3.2,18,45,0
2024-11-15,Karur,2.4,249,17,0
2024-11-18,Karur,4.5,245,91,0
2024-11-21,Karur,5.2,99,49,0
2024-11-24,Karur,4.5,75,20,0
2024-11-27,Karur,3.0,21,52,0
2024-11-30,Karur,5.8,12,34,0
2024-12-03,Karur,6.8,118,95,1
2024-12-06,Karur,5.4,108,96,1
2024-12-09,Karur,3.0,95,56,0
2024-12-12,Karur,6.3,255,88,1
2024-12-15,Karur,3.6,239,31,0
2024-12-18,Karur,4.1,26,77,0
2024-12-21,Karur,5.7,199,92,1
2024-12-24,Karur,3.6,297,76,0
2024-12-27,Karur,4.7,24,66,0
2024-12-30,Karur,2.5,238,5,0
2024-01-01,Krishnagiri,6.4,130,66,1
2024-01-04,Krishnagiri,4.7,25,71,0
2024-01-07,Krishnagiri,3.9,30,24,0
2024-01-10,Krishnagiri,3.5,208,38,0
2024-01-13,Krishnagiri,5.9,151,59,0
2024-01-16,Krishnagiri,2.8,155,78,0
2024-01-19,Krishnagiri,6.6,269,18,0
2024-01-22,Krishnagiri,4.3,236,11,0
2024-01-25,Krishnagiri,5.6,62,23,0
2024-01-28,Krishnagiri,5.9,284,17,0
2024-01-31,Krishnagiri,4.0,170,57,0
2024-02-03,Krishnagiri,2.1,237,75,0
2024-02-06,Krishnagiri,6.5,108,58,0
2024-02-09,Krishnagiri,2.5,170,88,0
2024-02-12,Krishnagiri,5.2,88,91,1
2024-02-15,Krishnagiri,5.7,51,14,0
2024-02-18,Krishnagiri,5.5,190,10,0
2024-02-21,Krishnagiri,4.6,201,93,0
2024-02-24,Krishnagiri,6.0,266,78,1
2024-02-27,Krishnagiri,6.7,198,70,1
2024-03-02,Krishnagiri,3.9,92,42,0
2024-03-05,Krishnagiri,4.8,81,20,0
2024-03-08,Krishnagiri,6.3,96,98,1
2024-03-11,Krishnagiri,5.6,219,39,0
2024-03-14,Krishnagiri,3.5,233,36,0
2024-03-17,Krishnagiri,5.1,65,16,0
2024-03-20,Krishnagiri,6.8,6,79,1
2024-03-23,Krishnagiri,5.8,11,58,0
2024-03-26,Krishnagiri,4.5,260,69,0
2024-03-29,Krishnagiri,6.0,257,30,0
2024-04-01,Krishnagiri,3.1,248,58,0
2024-04-04,Krishnagiri,4.1,45,76,0
2024-04-07,Krishnagiri,5.0,130,70,1
2024-04-10,Krishnagiri,3.4,290,26,0
2024-04-13,Krishnagiri,2.2,80,7,0
2024-04-16,Krishnagiri,5.3,23,18,0
2024-04-19,Krishnagiri,6.3,300,77,1
2024-04-22,Krishnagiri,3.5,49,6,0
2024-04-25,Krishnagiri,2.5,96,20,0
2024-04-28,Krishnagiri,5.4,298,100,1
2024-05-01,Krishnagiri,4.8,238,95,0
2024-05-04,Krishnagiri,4.9,23,11,0
2024-05-07,Krishnagiri,5.8,170,47,0
2024-05-10,Krishnagiri,6.5,39,97,1
2024-05-13,Krishnagiri,4.1,286,8,0
2024-05-16,Krishnagiri,3.5,73,15,0
2024-05-19,Krishnagiri,5.5,145,42,0
2024-05-22,Krishnagiri,4.6,273,26,0
2024-05-25,Krishnagiri,5.5,34,13,0
2024-05-28,Krishnagiri,4.9,275,11,0
2024-05-31,Krishnagiri,4.4,152,54,0
2024-06-03,Krishnagiri,5.0,167,33,0
2024-06-06,Krishnagiri,4.6,186,16,0
2024-06-09,Krishnagiri,5.1,259,66,1
2024-06-12,Krishnagiri,5.6,259,63,1
2024-06-15,Krishnagiri,6.0,124,90,1
2024-06-18,Krishnagiri,3.5,104,0,0
2024-06-21,Krishnagiri,2.6,243,80,0
2024-06-24,Krishnagiri,6.0,111,78,1
2024-06-27,Krishnagiri,7.0,216,5,0
2024-06-30,Krishnagiri,3.7,291,81,0
2024-07-03,Krishnagiri,3.1,108,88,0
2024-07-06,Krishnagiri,3.4,39,39,0
2024-07-09,Krishnagiri,3.5,286,41,0
2024-07-12,Krishnagiri,5.8,63,87,1
2024-07-15,Krishnagiri,3.7,207,92,0
2024-07-18,Krishnagiri,4.8,19,22,0
2024-07-21,Krishnagiri,3.0,178,86,0
2024-07-24,Krishnagiri,4.4,247,4,0
2024-07-27,Krishnagiri,5.2,251,19,0
2024-07-30,Krishnagiri,5.1,279,42,0
2024-08-02,Krishnagiri,4.3,216,95,0
2024-08-05,Krishnagiri,2.3,271,38,0
2024-08-08,Krishnagiri,4.8,166,71,0
2024-08-11,Krishnagiri,4.7,111,73,0
2024-08-14,Krishnagiri,5.4,186,8,0
2024-08-17,Krishnagiri,6.8,148,3,0
2024-08-20,Krishnagiri,3.7,197,80,0
2024-08-23,Krishnagiri,4.7,89,73,0
2024-08-26,Krishnagiri,5.0,100,76,1
2024-08-29,Krishnagiri,2.6,162,90,0
2024-09-01,Krishnagiri,6.3,21,34,0
2024-09-04,Krishnagiri,4.1,259,30,0
2024-09-07,Krishnagiri,3.9,159,27,0
2024-09-10,Krishnagiri,4.6,94,14,0
2024-09-13,Krishnagiri,3.9,24,99,0
2024-09-16,Krishnagiri,3.0,52,56,0
2024-09-19,Krishnagiri,4.5,252,64,0
2024-09-22,Krishnagiri,2.8,179,61,0
2024-09-25,Krishnagiri,5.7,273,39,0
2024-09-28,Krishnagiri,5.9,78,98,1
2024-10-01,Krishnagiri,6.4,269,86,1
2024-10-04,Krishnagiri,7.0,110,92,1
2024-10-07,Krishnagiri,2.2,203,91,0
2024-10-10,Krishnagiri,6.3,64,0,0
2024-10-13,Krishnagiri,3.6,27,87,0
2024-10-16,Krishnagiri,6.2,49,42,0
2024-10-19,Krishnagiri,4.3,28,13,0
2024-10-22,Krishnagiri,4.6,164,2,0
2024-10-25,Krishnagiri,4.9,164,81,0
2024-10-28,Krishnagiri,6.5,169,25,0
2024-10-31,Krishnagiri,3.0,146,68,0
2024-11-03,Krishnagiri,3.6,230,85,0
2024-11-06,Krishnagiri,2.6,81,20,0
2024-11-09,Krishnagiri,3.4,12,79,0
2024-11-12,Krishnagiri,4.8,57,26,0
2024-11-15,Krishnagiri,4.7,286,40,0
2024-11-18,Krishnagiri,3.4,150,73,0
2024-11-21,Krishnagiri,3.2,41,39,0
2024-11-24,Krishnagiri,5.1,178,69,1
2024-11-27,Krishnagiri,4.2,71,3,0
2024-11-30,Krishnagiri,4.4,30,13,0
2024-12-03,Krishnagiri,3.9,49,54,0
2024-12-06,Krishnagiri,4.0,233,78,0
2024-12-09,Krishnagiri,3.8,175,25,0
2024-12-12,Krishnagiri,5.6,278,10,0
2024-12-15,Krishnagiri,6.9,243,72,1
2024-12-18,Krishnagiri,2.7,244,12,0
2024-12-21,Krishnagiri,4.3,243,60,0
2024-12-24,Krishnagiri,3.2,119,18,0
2024-12-27,Krishnagiri,6.3,137,46,0
2024-12-30,Krishnagiri,4.0,174,100,0
2024-01-01,Namakkal,6.3,171,58,0
2024-01-04,Namakkal,4.4,38,60,0
2024-01-07,Namakkal,2.6,250,59,0
2024-01-10,Namakkal,6.2,149,98,1
2024-01-13,Namakkal,3.7,299,16,0
2024-01-16,Namakkal,4.5,212,91,0
2024-01-19,Namakkal,6.0,171,71,1
2024-01-22,Namakkal,5.2,159,68,1
2024-01-25,Namakkal,4.3,216,30,0
2024-01-28,Namakkal,5.1,285,20,0
2024-01-31,Namakkal,6.9,201,8,0
2024-02-03,Namakkal,3.7,225,100,0
2024-02-06,Namakkal,6.9,295,100,1
2024-02-09,Namakkal,3.7,125,22,0
2024-02-12,Namakkal,5.3,44,94,1
2024-02-15,Namakkal,6.7,298,62,1
2024-02-18,Namakkal,2.6,242,41,0
2024-02-21,Namakkal,4.8,232,22,0
2024-02-24,Namakkal,3.5,212,8,0
2024-02-27,Namakkal,5.0,199,41,0
2024-03-02,Namakkal,4.5,36,11,0
2024-03-05,Namakkal,3.1,76,74,0
2024-03-08,Namakkal,6.5,5,96,1
2024-03-11,Namakkal,2.7,81,57,0
2024-03-14,Namakkal,4.7,204,78,0
2024-03-17,Namakkal,4.9,105,26,0
2024-03-20,Namakkal,5.4,167,38,0
2024-03-23,Namakkal,4.9,160,55,0
2024-03-26,Namakkal,5.6,181,11,0
2024-03-29,Namakkal,4.9,266,51,0
2024-04-01,Namakkal,6.2,155,7,0
2024-04-04,Namakkal,3.8,286,6,0
2024-04-07,Namakkal,2.0,291,45,0
2024-04-10,Namakkal,2.5,149,3,0
2024-04-13,Namakkal,3.2,206,80,0
2024-04-16,Namakkal,3.6,200,51,0
2024-04-19,Namakkal,3.9,284,27,0
2024-04-22,Namakkal,5.3,248,17,0
2024-04-25,Namakkal,2.9,201,46,0
2024-04-28,Namakkal,6.2,83,36,0
2024-05-01,Namakkal,7.0,69,17,0
2024-05-04,Namakkal,2.1,13,18,0
2024-05-07,Namakkal,5.6,254,84,1
2024-05-10,Namakkal,4.2,74,10,0
2024-05-13,Namakkal,2.7,217,58,0
2024-05-16,Namakkal,6.5,222,79,1
2024-05-19,Namakkal,2.9,265,54,0
2024-05-22,Namakkal,4.8,235,49,0
2024-05-25,Namakkal,3.8,100,54,0
2024-05-28,Namakkal,5.0,300,63,1
2024-05-31,Namakkal,6.2,126,91,1
2024-06-03,Namakkal,4.5,215,69,0
2024-06-06,Namakkal,4.9,22,4,0
2024-06-09,Namakkal,4.8,193,14,0
2024-06-12,Namakkal,4.9,45,18,0
2024-06-15,Namakkal,5.7,274,96,1
2024-06-18,Namakkal,5.9,243,66,1
2024-06-21,Namakkal,2.4,50,31,0
2024-06-24,Namakkal,4.4,44,87,0
2024-06-27,Namakkal,5.2,164,78,1
2024-06-30,Namakkal,2.3,180,68,0
2024-07-03,Namakkal,5.9,245,58,0
2024-07-06,Namakkal,4.6,245,73,0
2024-07-09,Namakkal,5.7,220,45,0
2024-07-12,Namakkal,6.8,155,37,0
2024-07-15,Namakkal,2.8,160,93,0
2024-07-18,Namakkal,5.9,138,7,0
2024-07-21,Namakkal,5.1,91,73,1
2024-07-24,Namakkal,2.3,154,94,0
2024-07-27,Namakkal,5.1,151,62,1
2024-07-30,Namakkal,2.4,263,9,0
2024-08-02,Namakkal,6.3,147,32,0
2024-08-05,Namakkal,2.7,148,35,0
2024-08-08,Namakkal,6.3,12,94,1
2024-08-11,Namakkal,2.6,94,75,0
2024-08-14,Namakkal,5.7,233,47,0
2024-08-17,Namakkal,6.0,138,100,1
2024-08-20,Namakkal,5.5,253,23,0
2024-08-23,Namakkal,6.0,21,43,0
2024-08-26,Namakkal,6.9,79,76,1
2024-08-29,Namakkal,6.7,83,63,1
2024-09-01,Namakkal,5.8,216,98,1
2024-09-04,Namakkal,3.9,230,92,0
2024-09-07,Namakkal,5.2,112,73,1
2024-09-10,Namakkal,5.7,181,6,0
2024-09-13,Namakkal,5.2,64,6,0
2024-09-16,Namakkal,2.8,209,60,0
2024-09-19,Namakkal,3.5,277,29,0
2024-09-22,Namakkal,3.9,204,60,0
2024-09-25,Namakkal,3.3,276,55,0
2024-09-28,Namakkal,2.1,234,48,0
2024-10-01,Namakkal,5.4,276,87,1
2024-10-04,Namakkal,6.8,54,68,1
2024-10-07,Namakkal,5.2,226,78,1
2024-10-10,Namakkal,6.6,144,42,0
2024-10-13,Namakkal,3.4,55,32,0
2024-10-16,Namakkal,5.3,205,59,0
2024-10-19,Namakkal,5.9,128,93,1
2024-10-22,Namakkal,5.4,104,66,1
2024-10-25,Namakkal,3.7,97,40,0
2024-10-28,Namakkal,4.7,9,8,0
2024-10-31,Namakkal,2.1,55,67,0
2024-11-03,Namakkal,2.5,233,44,0
2024-11-06,Namakkal,3.1,150,32,0
2024-11-09,Namakkal,3.0,17,79,0
2024-11-12,Namakkal,2.5,116,76,0
2024-11-15,Namakkal,5.2,66,11,0
2024-11-18,Namakkal,6.3,71,48,0
2024-11-21,Namakkal,5.3,294,23,0
2024-11-24,Namakkal,6.5,99,32,0
2024-11-27,Namakkal,3.5,43,81,0
2024-11-30,Namakkal,4.3,146,98,0
2024-12-03,Namakkal,4.1,170,32,0
2024-12-06,Namakkal,2.8,42,35,0
2024-12-09,Namakkal,5.9,200,49,0
2024-12-12,Namakkal,3.7,35,33,0
2024-12-15,Namakkal,6.8,140,22,0
2024-12-18,Namakkal,4.2,256,25,0
2024-12-21,Namakkal,5.1,96,82,1
2024-12-24,Namakkal,4.5,78,69,0
2024-12-27,Namakkal,5.8,116,78,1
2024-12-30,Namakkal,5.2,231,91,1
2024-01-01,Pudukkottai,3.3,22,9,0
2024-01-04,Pudukkottai,2.4,133,99,0
2024-01-07,Pudukkottai,4.2,259,19,0
2024-01-10,Pudukkottai,5.3,5,4,0
2024-01-13,Pudukkottai,5.3,141,19,0
2024-01-16,Pudukkottai,5.5,205,73,1
2024-01-19,Pudukkottai,2.0,256,61,0
2024-01-22,Pudukkottai,4.2,40,69,0
2024-01-25,Pudukkottai,3.1,201,88,0
2024-01-28,Pudukkottai,6.1,251,15,0
2024-01-31,Pudukkottai,4.8,188,42,0
2024-02-03,Pudukkottai,5.4,210,7,0
2024-02-06,Pudukkottai,5.2,51,46,0
2024-02-09,Pudukkottai,4.7,179,10,0
2024-02-12,Pudukkottai,6.2,153,82,1
2024-02-15,Pudukkottai,3.0,288,5,0
2024-02-18,Pudukkottai,6.8,102,38,0
2024-02-21,Pudukkottai,5.5,59,80,1
2024-02-24,Pudukkottai,5.4,254,10,0
2024-02-27,Pudukkottai,6.4,229,94,1
2024-03-02,Pudukkottai,2.9,23,24,0
2024-03-05,Pudukkottai,2.1,127,62,0
2024-03-08,Pudukkottai,3.9,281,82,0
2024-03-11,Pudukkottai,3.5,278,57,0
2024-03-14,Pudukkottai,6.8,13,4,0
2024-03-17,Pudukkottai,3.7,177,100,0
2024-03-20,Pudukkottai,5.6,212,15,0
2024-03-23,Pudukkottai,3.1,272,58,0
2024-03-26,Pudukkottai,6.7,279,19,0
2024-03-29,Pudukkottai,5.7,124,9,0
2024-04-01,Pudukkottai,2.2,77,62,0
2024-04-04,Pudukkottai,5.3,246,79,1
2024-04-07,Pudukkottai,2.2,71,1,0
2024-04-10,Pudukkottai,2.9,30,39,0
2024-04-13,Pudukkottai,6.1,54,58,0
2024-04-16,Pudukkottai,5.1,37,13,0
2024-04-19,Pudukkottai,2.6,117,8,0
2024-04-22,Pudukkottai,6.0,223,43,0
2024-04-25,Pudukkottai,6.1,210,41,0
2024-04-28,Pudukkottai,2.6,299,69,0
2024-05-01,Pudukkottai,2.7,114,97,0
2024-05-04,Pudukkottai,2.2,93,42,0
2024-05-07,Pudukkottai,2.3,145,18,0
2024-05-10,Pudukkottai,5.8,91,89,1
2024-05-13,Pudukkottai,3.8,89,56,0
2024-05-16,Pudukkottai,3.2,25,17,0
2024-05-19,Pudukkottai,2.5,197,99,0
2024-05-22,Pudukkottai,2.8,254,10,0
2024-05-25,Pudukkottai,2.0,96,11,0
2024-05-28,Pudukkottai,5.5,150,53,0
2024-05-31,Pudukkottai,5.5,248,88,1
2024-06-03,Pudukkottai,2.6,78,81,0
2024-06-06,Pudukkottai,3.4,235,52,0
2024-06-09,Pudukkottai,3.2,94,78,0
2024-06-12,Pudukkottai,5.5,97,91,1
2024-06-15,Pudukkottai,4.5,50,80,0
2024-06-18,Pudukkottai,6.1,159,44,0
2024-06-21,Pudukkottai,4.1,290,30,0
2024-06-24,Pudukkottai,3.0,276,12,0
2024-06-27,Pudukkottai,5.1,281,64,1
2024-06-30,Pudukkottai,3.1,111,35,0
2024-07-03,Pudukkottai,2.3,62,19,0
2024-07-06,Pudukkottai,5.4,247,63,1
2024-07-09,Pudukkottai,2.9,27,6,0
2024-07-12,Pudukkottai,5.2,150,26,0
2024-07-15,Pudukkottai,4.2,176,78,0
2024-07-18,Pudukkottai,6.0,237,5,0
2024-07-21,Pudukkottai,2.5,31,68,0
2024-07-24,Pudukkottai,2.9,19,62,0
2024-07-27,Pudukkottai,4.6,41,30,0
2024-07-30,Pudukkottai,5.6,171,53,0
2024-08-02,Pudukkottai,3.0,171,29,0
2024-08-05,Pudukkottai,5.9,171,29,0
2024-08-08,Pudukkottai,2.5,216,25,0
2024-08-11,Pudukkottai,3.9,117,9,0
2024-08-14,Pudukkottai,4.4,253,6,0
2024-08-17,Pudukkottai,6.5,79,27,0
2024-08-20,Pudukkottai,6.6,237,22,0
2024-08-23,Pudukkottai,3.9,74,58,0
2024-08-26,Pudukkottai,5.6,188,34,0
2024-08-29,Pudukkottai,3.0,70,4,0
2024-09-01,Pudukkottai,5.5,35,35,0
2024-09-04,Pudukkottai,2.7,243,58,0
2024-09-07,Pudukkottai,4.1,180,28,0
2024-09-10,Pudukkottai,6.4,85,81,1
2024-09-13,Pudukkottai,6.8,92,73,1
2024-09-16,Pudukkottai,6.9,122,11,0
2024-09-19,Pudukkottai,4.1,272,62,0
2024-09-22,Pudukkottai,6.3,115,75,1
2024-09-25,Pudukkottai,4.4,241,35,0
2024-09-28,Pudukkottai,2.1,224,94,0
2024-10-01,Pudukkottai,6.4,131,41,0
2024-10-04,Pudukkottai,4.2,118,75,0
2024-10-07,Pudukkottai,6.7,298,0,0
2024-10-10,Pudukkottai,4.1,27,5,0
2024-10-13,Pudukkottai,7.0,263,4,0
2024-10-16,Pudukkottai,4.1,206,61,0
2024-10-19,Pudukkottai,6.0,55,57,0
2024-10-22,Pudukkottai,4.5,47,71,0
2024-10-25,Pudukkottai,5.8,213,27,0
2024-10-28,Pudukkottai,2.7,156,30,0
2024-10-31,Pudukkottai,5.2,51,2,0
2024-11-03,Pudukkottai,4.4,161,20,0
2024-11-06,Pudukkottai,5.5,297,95,1
2024-11-09,Pudukkottai,4.9,237,59,0
2024-11-12,Pudukkottai,5.9,212,23,0
2024-11-15,Pudukkottai,5.9,194,80,1
2024-11-18,Pudukkottai,4.3,5,80,0
2024-11-21,Pudukkottai,2.4,175,67,0
2024-11-24,Pudukkottai,2.2,223,96,0
2024-11-27,Pudukkottai,3.3,282,73,0
2024-11-30,Pudukkottai,6.0,46,79,1
2024-12-03,Pudukkottai,6.4,33,65,1
2024-12-06,Pudukkottai,6.7,191,6,0
2024-12-09,Pudukkottai,2.6,192,59,0
2024-12-12,Pudukkottai,5.1,192,46,0
2024-12-15,Pudukkottai,2.9,291,90,0
2024-12-18,Pudukkottai,2.3,109,17,0
2024-12-21,Pudukkottai,6.9,127,69,1
2024-12-24,Pudukkottai,2.6,249,94,0
2024-12-27,Pudukkottai,6.7,112,96,1
2024-12-30,Pudukkottai,5.7,120,41,0
2024-01-01,Ramanathapuram,3.8,141,64,0
2024-01-04,Ramanathapuram,5.4,146,6,0
2024-01-07,Ramanathapuram,2.3,181,57,0
2024-01-10,Ramanathapuram,4.4,274,15,0
2024-01-13,Ramanathapuram,4.4,277,86,0
2024-01-16,Ramanathapuram,6.1,154,57,0
2024-01-19,Ramanathapuram,5.1,38,24,0
2024-01-22,Ramanathapuram,6.5,239,11,0
2024-01-25,Ramanathapuram,2.4,96,36,0
2024-01-28,Ramanathapuram,6.8,44,13,0
2024-01-31,Ramanathapuram,2.8,62,89,0
2024-02-03,Ramanathapuram,2.7,82,26,0
2024-02-06,Ramanathapuram,4.6,16,37,0
2024-02-09,Ramanathapuram,4.1,282,16,0
2024-02-12,Ramanathapuram,4.4,220,56,0
2024-02-15,Ramanathapuram,5.7,15,37,0
2024-02-18,Ramanathapuram,2.9,16,29,0
2024-02-21,Ramanathapuram,6.2,271,82,1
2024-02-24,Ramanathapuram,3.7,180,83,0
2024-02-27,Ramanathapuram,5.2,172,62,1
2024-03-02,Ramanathapuram,5.0,276,70,1
2024-03-05,Ramanathapuram,4.2,160,72,0
2024-03-08,Ramanathapuram,2.7,161,21,0
2024-03-11,Ramanathapuram,5.9,121,61,1
2024-03-14,Ramanathapuram,3.9,152,98,0
2024-03-17,Ramanathapuram,6.2,80,45,0
2024-03-20,Ramanathapuram,3.4,90,79,0
2024-03-23,Ramanathapuram,6.6,279,36,0
2024-03-26,Ramanathapuram,2.9,94,90,0
2024-03-29,Ramanathapuram,5.5,83,20,0
2024-04-01,Ramanathapuram,3.2,26,40,0
2024-04-04,Ramanathapuram,4.9,230,33,0
2024-04-07,Ramanathapuram,3.8,110,71,0
2024-04-10,Ramanathapuram,5.5,167,44,0
2024-04-13,Ramanathapuram,2.7,234,69,0
2024-04-16,Ramanathapuram,6.9,278,38,0
2024-04-19,Ramanathapuram,2.6,17,51,0
2024-04-22,Ramanathapuram,6.7,79,58,0
2024-04-25,Ramanathapuram,6.6,84,0,0
2024-04-28,Ramanathapuram,6.9,284,64,1
2024-05-01,Ramanathapuram,3.7,156,60,0
2024-05-04,Ramanathapuram,6.5,298,85,1
2024-05-07,Ramanathapuram,2.7,294,93,0
2024-05-10,Ramanathapuram,6.5,231,43,0
2024-05-13,Ramanathapuram,5.4,250,5,0
2024-05-16,Ramanathapuram,2.7,287,14,0
2024-05-19,Ramanathapuram,3.5,210,79,0
2024-05-22,Ramanathapuram,6.2,233,45,0
2024-05-25,Ramanathapuram,2.5,33,77,0
2024-05-28,Ramanathapuram,5.2,274,28,0
2024-05-31,Ramanathapuram,5.9,147,25,0
2024-06-03,Ramanathapuram,2.1,280,57,0
2024-06-06,Ramanathapuram,5.4,49,65,1
2024-06-09,Ramanathapuram,4.0,256,40,0
2024-06-12,Ramanathapuram,5.0,266,7,0
2024-06-15,Ramanathapuram,6.5,189,50,0
2024-06-18,Ramanathapuram,2.7,223,47,0
2024-06-21,Ramanathapuram,3.9,11,36,0
2024-06-24,Ramanathapuram,3.7,162,57,0
